treated,age,age2,educ,black,hispanic,married,nodegree,re75,re78
0,47,2209,12,0,0,1,0,9513.7744,5319.8159
0,48,2304,16,0,0,1,0,1466.2742,1152.6267
0,24,576,8,1,0,1,1,5370.9678,8127.4961
1,18,324,10,1,0,0,1,699.78961,480.52701
0,22,484,14,0,0,1,0,20588.711,27485.715
0,37,1369,8,0,0,1,1,13427.419,14777.266
1,25,625,8,0,0,0,1,23096.65,6421.5298
0,27,729,13,0,0,0,0,21483.871,22165.898
1,26,676,12,1,0,0,0,6608.8032,5811.7651
1,27,729,13,1,0,0,0,0,14581.86
0,33,1089,11,1,0,1,1,11637.097,0
0,30,900,17,0,0,1,0,0,0
0,37,1369,12,1,0,1,0,22379.031,19210.445
0,25,625,12,0,0,1,0,26836.936,35465.438
0,33,1089,16,0,0,1,0,19335.484,26599.078
0,39,1521,14,0,0,1,0,21841.936,18619.355
0,46,2116,11,0,0,1,1,16112.903,13299.539
1,24,576,12,1,0,0,0,2842.7639,6167.6812
0,52,2704,16,0,0,1,0,53709.676,63837.789
0,23,529,16,0,0,1,0,1521.7742,0
0,26,676,13,0,0,1,0,22379.031,37238.711
0,27,729,7,1,0,1,1,7161.2905,5910.9063
0,21,441,12,0,0,1,0,5729.0322,18096.24
0,48,2304,6,1,0,0,1,11637.097,10604.166
0,33,1089,14,0,0,1,0,13427.419,13890.63
0,27,729,14,0,0,1,0,16829.031,25178.982
0,26,676,11,1,0,1,1,13248.387,11082.949
0,34,1156,17,0,0,0,0,44758.066,9161.9053
0,45,2025,16,0,0,1,0,0,0
0,24,576,10,0,0,1,1,20767.742,22904.762
0,45,2025,12,1,0,1,0,26695.5,27898
0,24,576,12,0,0,1,0,6624.1934,25121.352
0,49,2401,4,0,0,1,1,7161.2905,2955.4531
0,21,441,12,0,1,1,0,8772.5811,10512.547
0,37,1369,12,0,0,1,0,0,0
0,39,1521,12,0,0,1,0,39387.098,28076.805
0,21,441,12,1,0,1,0,19693.549,19210.445
0,40,1600,12,0,0,1,0,24772.693,32586.826
0,30,900,11,0,0,1,1,17989.16,23052.535
0,36,1296,12,1,0,1,0,25064.516,33692.164
0,25,625,14,0,0,1,0,30435.484,10935.177
0,35,1225,12,0,0,1,0,26854.84,29554.531
1,21,441,12,0,0,0,0,0,8048.603
0,24,576,12,0,0,0,0,15754.839,20132.547
0,42,1764,12,0,0,1,0,30437.273,26007.988
0,35,1225,12,0,0,1,0,28645.16,29554.531
0,43,1849,12,1,0,1,0,29355.92,35465.438
0,52,2704,12,0,0,0,0,32225.807,32509.984
0,29,841,14,0,0,1,0,21125.807,23348.08
0,26,676,6,1,0,1,1,9807.3867,7979.7236
0,22,484,11,1,0,1,1,21483.871,13299.539
1,18,324,12,1,0,0,0,562.65698,0
0,41,1681,16,0,0,1,0,30435.484,20688.172
0,24,576,16,0,0,0,0,22379.031,26451.307
0,51,2601,16,0,0,1,0,28645.16,28076.805
0,49,2401,8,0,0,1,1,14322.581,23643.625
0,29,841,10,1,0,1,1,10892.323,51.720428
0,33,1089,13,0,0,1,0,32225.807,0
0,40,1600,2,1,0,1,1,13427.419,8866.3594
0,43,1849,12,0,0,1,0,14322.581,14777.266
0,22,484,14,1,0,1,0,12532.258,21397.48
0,43,1849,3,0,0,1,1,15933.871,14038.402
0,42,1764,16,0,0,1,0,19693.549,22165.898
0,28,784,16,0,0,1,0,32225.807,38420.891
0,23,529,12,1,0,0,0,3222.5806,5910.9063
0,31,961,11,0,0,1,1,15602.661,17732.719
1,24,576,10,1,0,0,1,2421.947,1660.5081
0,47,2209,10,0,0,1,1,19693.549,30884.484
0,29,841,12,0,0,0,0,37596.773,50242.703
0,48,2304,8,0,0,1,1,8844.1934,3073.6714
0,46,2116,14,0,0,1,0,33120.969,33987.711
0,25,625,12,0,0,1,0,21483.871,28520.123
0,45,2025,14,0,0,1,0,19102.742,30145.621
0,22,484,12,0,0,0,0,14322.581,14777.266
0,37,1369,11,0,0,1,1,26854.84,36943.164
0,47,2209,7,0,0,1,1,23811.289,25860.215
0,27,729,12,0,0,0,0,19514.516,23643.625
0,18,324,11,0,0,0,1,32270.564,2364.3625
0,47,2209,12,0,0,1,0,40103.227,42262.98
0,22,484,12,0,0,0,0,16112.903,21131.49
0,29,841,12,1,0,0,0,15396.774,31032.258
0,20,400,12,0,0,1,0,26854.84,31032.258
0,28,784,12,1,0,1,0,14859.677,19210.445
0,49,2401,12,0,0,0,0,0,0
0,49,2401,12,0,0,1,0,32225.807,47287.25
0,21,441,12,1,0,1,0,13092.629,10583.478
0,52,2704,11,0,0,1,1,0,0
0,42,1764,17,0,0,1,0,31330.645,36943.164
0,29,841,16,0,0,1,0,32225.807,42854.07
0,22,484,14,0,0,1,0,20141.129,22284.117
0,30,900,16,0,0,1,0,23274.193,28076.805
1,27,729,8,1,0,0,1,0,0
0,33,1089,12,0,0,1,0,21483.871,21427.035
0,42,1764,13,0,0,1,0,33120.969,44331.797
0,25,625,14,0,0,1,0,22916.129,31505.131
0,40,1600,12,0,0,1,0,27008.807,25440.541
0,26,676,16,0,0,1,0,23274.193,28076.805
0,30,900,10,0,0,1,1,28645.16,28047.25
0,28,784,11,0,0,1,1,24169.355,35465.438
0,48,2304,16,0,0,1,0,53709.676,73886.328
